OBJECTID,COMPTYPE,COMPKEY,HANSEGKEY,UNITID,UNITTYPE,BRGUNITID,UNITDESC_BRG,UNITDESC_SEG,INSTDATE,EXPDATE,STATUS,STATUSDT,CONDITION,CONDDT,OWN,LSTVERIFY,MAINTBY,PRIMARYDISTRICTCD,SECONDARYDISTRICTCD,OVERRIDEYN,OVERRIDECOMMENT,ADDDTTM,MODDTTM,BR_NBR,BR_CODE,BR_TYPE,BR_NAME,BR_FACILITIES,BR_FEATURES,BR_RATING,BR_INSET,BR_GEO,BR_OWNER,BR_OWNER_NAME,GEOBASID,XGEOBASID,GISSEGKEY,EARTHQUAKE_RESPONSE_TEAM,Shape__Length
103846,66,580497,489864,BRG-243S, ,BRG-243S, CONVENTION CENTER - S BR                                                                                                                                                                                                                                      ,UNION ST OFF RP BETWEEN I5 SB AND UNION ST                                                                                                                                                                                                                     ,,, ,, ,, ,, ,DISTRICT7, ,N,,3/1/2012 12:00:00 AM,,0, , , CONVENTION CENTER - S BR, , ,0,0, , , ,,,489864, ,103.913165714566
103847,66,580487,12240,BRG-298B, ,BRG-298B,420 PONTIUS AVE N ET AL                                                                                                                                                                                                                                        ,PONTIUS AVE N BETWEEN HARRISON ST AND REPUBLICAN ST                                                                                                                                                                                                            ,,, ,, ,, ,, ,DISTRICT7, ,N,,2/29/2012 12:00:00 AM,2/29/2012 12:00:00 AM,0, , ,420 PONTIUS AVE N ET AL, , ,0,0, , , ,,,12240, ,29.5935358165733
103848,66,511934,13333,BRG-147, ,BRG-147,SW ANDOVER ST PED /FAUNTLEROY                                                                                                                                                                                                                                  ,WEST SEATTLE BR EB BETWEEN POINT A AND FAUNTLEROY WAY SW                                                                                                                                                                                                       ,,, ,, ,, ,, ,DISTRICT1, ,N,,12/21/2009 12:00:00 AM,5/7/2018 12:00:00 AM,147, 147,E,W ANDOVER PED BR / FAUNTLEROY,PEDESTRIANS,FAUNTLEROY EXPRESSWAY,1,0,SW,SDOT,Seattle Dept. of Transportation,0,67700005,13333,BRGTEAM-F,209.193470640267
103849,66,511837,23460,BRG-053, ,BRG-053,W HOWE ST BR                                                                                                                                                                                                                                                   ,W HOWE ST BETWEEN CLISE PL W AND MAGNOLIA C BV W                                                                                                                                                                                                               ,,, ,, ,, ,, ,DISTRICT7, ,N,,12/21/2009 12:00:00 AM,4/5/2011 12:00:00 AM,53,  53,E,W HOWE ST BRIDGE,W HOWE ST,"32ND AVE W, RAVINE",5,0,MA,SDOT,Seattle Dept. of Transportation,187200260,0,23460, ,349.422241954204
103850,66,515675,490947,BRG-813, ,BRG-813,S ALBRO RAMP BR                                                                                                                                                                                                                                                ,ALBRO PL OFF RP BETWEEN I5 SB AND S ALBRO PL                                                                                                                                                                                                                   ,,, ,, ,, ,, ,DISTRICT2, ,N,,1/21/2010 12:00:00 AM,,813, 813,ST,S ALBRO RAMP BR,SR 5 RAMP, ,2,0,S,DOT,State of Washington,0,50000490,490947, ,174.826626530241
103851,66,515747,491810,BRG-899, ,BRG-899,I-5 EXP RAMP / NE 42ND ST                                                                                                                                                                                                                                      ,I5 EXPRESS NE 42 RP BETWEEN I5 EXPRESS AND 7TH AVE NE                                                                                                                                                                                                          ,,, ,, ,, ,, ,DISTRICT4, ,N,,1/21/2010 12:00:00 AM,9/15/2010 12:00:00 AM,899, 899,ST,EXP N - NE 42ND ST RAMP,SR 5 ON RAMP,PASADENA PL NE,5,0,NE,DOT,State of Washington,0,90850040,491810, ,314.721307224096
103852,66,511958,20060,BRG-205, ,BRG-205,FRINK PARK BR                                                                                                                                                                                                                                                  ,S FRINK PL BETWEEN S WASHINGTON ST AND LAKE WASHINGTON BLVD S                                                                                                                                                                                                  ,,, ,, ,, ,, ,DISTRICT3, ,N,,12/21/2009 12:00:00 AM,3/25/2011 12:00:00 AM,205, 205,E,FRINK PARK BRIDGE,LAKE WASH BLVD S,CREEK,5,0,S,SDOT,Seattle Dept. of Transportation,159800010,0,20060, ,435.342545500212
103853,66,511950,534675,BRG-161, ,BRG-161,WASHINGTON ST PIER                                                                                                                                                                                                                                             ,COLMAN DOCK EXIT RD BETWEEN DEAD END AND ALASKAN WAY                                                                                                                                                                                                           ,,, ,, ,, ,, ,DISTRICT7, ,N,,12/21/2009 12:00:00 AM,12/28/2009 12:00:00 AM,161, ,E,WASHINGTON STATE PIER, , ,0,0,DT,SDOT,Seattle Dept. of Transportation,0,0,534675, ,991.743246532315
103854,66,515682,491098,BRG-819, ,BRG-819,NB VIADUCT STA 2075                                                                                                                                                                                                                                            ,I5 NB BETWEEN I5 NB - W SEATTLE BR RP AND W SEATTLE BR - I5 NB RP                                                                                                                                                                                              ,,, ,, ,, ,, ,DISTRICT2, ,N,,1/21/2010 12:00:00 AM,,819, 819,ST,NB VIADUCT STA 2075,SR 5 NB, ,1,3,S,DOT,State of Washington,0,0,491098, ,1687.56742732148
103855,66,511887,6127,BRG-098, ,BRG-098,SPRING ST PED /AEO 3RD                                                                                                                                                                                                                                         ,4TH AVE BETWEEN SPRING ST AND SENECA ST                                                                                                                                                                                                                        ,,, ,, ,, ,, ,DISTRICT7, ,N,,12/21/2009 12:00:00 AM,12/20/2012 12:00:00 AM,98,  98,PR,NORTHERN LIFE PED BR / ALLEY,PEDESTRIANS,ALLEY,5,1,DT,PRIV,Other,0,20800080,6127, ,37.5331954353444
103856,66,525679,511352,BRG-018, ,BRG-018,SOUTH PARK BR                                                                                                                                                                                                                                                  ,16TH AVE S BR BETWEEN 16TH AVE S AND DALLAS AVE S                                                                                                                                                                                                              ,,, ,, ,, ,, ,DISTRICT1,DISTRICT2,N,,3/25/2010 12:00:00 AM,4/5/2011 12:00:00 AM,0, , , , , ,0,0, , , ,,,511352, ,1311.75340858623
103857,66,511782,164885,BRG-005B, ,BRG-005B,HARBOR AVE - UPPER N BR                                                                                                                                                                                                                                        ,SW ADMIRAL NR WAY BETWEEN SW SPOKANE NR ST AND ADMIRAL AVALON RP                                                                                                                                                                                               ,,, ,, ,, ,, ,DISTRICT1, ,N,,12/21/2009 12:00:00 AM,5/7/2018 12:00:00 AM,5,   5B,E,HARBOR AVE SW - BRIDGE B,SW SPOKANE/SW ADMIRAL WY,"RR, HARBOR AVE SW",4,0,SW,SDOT,Seattle Dept. of Transportation,181910094,0,164885,BRGTEAM-F,226.1980199963
103858,66,511858,7889,BRG-072, ,BRG-072,UNITED PROPERTIES PED                                                                                                                                                                                                                                          ,6TH AVE BETWEEN VIRGINIA ST AND LENORA ST                                                                                                                                                                                                                      ,,12/20/2012 12:00:00 AM,REMOVED,12/20/2012 12:00:00 AM, ,, ,, ,DISTRICT7, ,N,,12/21/2009 12:00:00 AM,10/25/2023 12:00:00 AM,72,72, , , , ,0,1, ,PRIV,Other,0,0,7889, ,81.7576567641267
103859,66,511981,12203,BRG-243W, ,BRG-243W,CONVENTION CENTER - W BR                                                                                                                                                                                                                                       ,PIKE ST BETWEEN 7TH AVE AND 8TH AVE                                                                                                                                                                                                                            ,,, ,, ,, ,, ,DISTRICT7, ,N,,12/21/2009 12:00:00 AM,4/5/2011 12:00:00 AM,0, , , , , ,0,0, , , ,,,12203, ,127.019766454539
103860,66,511872,8931,BRG-99/569, ,BRG-99/569,SR 99 OVER N 46TH ST                                                                                                                                                                                                                                           ,AURORA AVE N BETWEEN N PHINNEY WAY AND N 46 UPPER ST                                                                                                                                                                                                           ,,, ,, ,, ,, ,DISTRICT4,DISTRICT6,N,,12/21/2009 12:00:00 AM,6/6/2024 12:00:00 AM,86,  86,ST,AURORA AVE N / N 46TH ST,SR 99,N 46TH ST,1,0,NO,DOT,State of Washington,52500440,0,8931, ,168.268621285079
103861,66,511910,4377,BRG-125L, ,BRG-125L,COLUMBIA ST PED /AEO 2ND                                                                                                                                                                                                                                       ,3RD AVE BETWEEN COLUMBIA ST AND MARION ST                                                                                                                                                                                                                      ,,3/27/2024 12:00:00 AM,REMOVED,12/31/2021 12:00:00 AM, ,, ,, ,DISTRICT7, ,N,,12/21/2009 12:00:00 AM,3/27/2024 12:00:00 AM,125, 125L,PR,SEA TRUST PED BR (LOWER),PEDESTRIANS,ALLEY,5,1,DT,PRIV,Other,0,9550090,4377, ,50.6294246583757
103862,66,531733,14382,BRG-222, ,BRG-222,E MADISON DOCK                                                                                                                                                                                                                                                 ,E MADISON ST BETWEEN 43RD AVE E AND DEAD END                                                                                                                                                                                                                   ,,, ,, ,, ,, ,DISTRICT3, ,N,,9/17/2010 12:00:00 AM,,0, , , , , ,0,0, , , ,,,14382, ,82.8620097044229
103863,66,511773,22809,BRG-002, ,BRG-002,SW SPOKANE ST - E APPROACH                                                                                                                                                                                                                                     ,SW SPOKANE ST BETWEEN 11TH CR AVE SW AND SW SPOKANE E BR                                                                                                                                                                                                       ,,1/21/2010 12:00:00 AM,REMOVED,1/21/2010 12:00:00 AM, ,, ,, ,DISTRICT1, ,N,,12/21/2009 12:00:00 AM,10/25/2023 12:00:00 AM,2,   2A,E,SW SPOKANE ST SWING APPR,SW SPOKANE ST,"W WATERWAY DUWAMISH, ET AL",3,0,SW,SDOT,Seattle Dept. of Transportation,181800070,0,22809,SW,501.321261072484
103864,66,515707,491486,BRG-846, ,BRG-846,NBCD KING JACKSON ST OC                                                                                                                                                                                                                                        ,I5 NB COLLECTOR BETWEEN I90 WB - I5 NB ON RP AND JAMES ST OFF RP                                                                                                                                                                                               ,,, ,, ,, ,, ,DISTRICT3,DISTRICT2,N,,1/21/2010 12:00:00 AM,,846, 846,ST,NBCD KING JACKSON ST OC,SR 5 NB,KING AND JACKSON STS,1,2,S,DOT,State of Washington,0,0,491486, ,712.368837964897
103865,66,512034,12865,BRG-5/547, ,BRG-5/547,SPRING ST OVER I-5                                                                                                                                                                                                                                             ,SPRING ST BETWEEN 6TH AVE AND 7TH AVE                                                                                                                                                                                                                          ,,, ,, ,, ,, ,DISTRICT7, ,N,,12/21/2009 12:00:00 AM,6/6/2024 12:00:00 AM,325, 325,ST,SPRING ST / I-5,SPRING ST,SR 5,2,1,DT,DOT,State of Washington,97350090,0,12865, ,288.159336866659
103866,66,515769,493125,BRG-931, ,BRG-931,ARBORETUM & N-MONTLAKE OC                                                                                                                                                                                                                                      ,LK WASH BV ON RP BETWEEN SR520 EB AND LAKE WASHINGTON BLVD E                                                                                                                                                                                                   ,,, ,, ,, ,, ,DISTRICT3, ,N,,1/21/2010 12:00:00 AM,,931, 931,ST,ARBORETUM & N-MONTLAKE OC,EMPIRE EXPRESSWAY,ARBORETUM INTERCHANGE RAMP,2,0,CE,DOT,State of Washington,0,112200020,493125, ,881.6488543566
103867,66,511814,13310,BRG-030U, ,BRG-030U,VINE INVESTMENT CO PED BRIDGE (UPPER)                                                                                                                                                                                                                          ,VIRGINIA ST BETWEEN 1ST AVE AND 2ND AVE                                                                                                                                                                                                                        ,,9/16/2010 12:00:00 AM,REMOVED,9/16/2010 12:00:00 AM, ,, ,, ,DISTRICT7, ,N,,12/21/2009 12:00:00 AM,10/25/2023 12:00:00 AM,30,  30U,PR,VINE INVES CO PED BR (UPR),PEDESTRIANS,ALLEY,5,1,DT,PRIV,Other,0,9550180,13310, ,82.8891620766531
103868,66,515742,490098,BRG-896, ,BRG-896,EXP JAMES-CHERRY STS OC                                                                                                                                                                                                                                        ,5TH AV EXPRESS RP BETWEEN I5 EXPRESS AND CHERRY ST EXPRESS RP                                                                                                                                                                                                  ,,, ,, ,, ,, ,DISTRICT3, ,N,,1/21/2010 12:00:00 AM,,896, 896,ST,EXP JAMES-CHERRY STS OC,SR 5,JAMES AND CHERRY STS,1,1,DT,DOT,State of Washington,0,0,490098, ,814.293173132245
103869,66,511831,23222,BRG-045, ,BRG-045,W DRAVUS ST /RR                                                                                                                                                                                                                                                ,W DRAVUS ST BETWEEN 17TH AVE W AND 20TH AVE W                                                                                                                                                                                                                  ,,, ,, ,, ,, ,DISTRICT7, ,N,,12/21/2009 12:00:00 AM,5/3/2018 12:00:00 AM,45,  45,E,W DRAVUS ST / RAILROAD,W DRAVUS ST,RAILROAD,1,0,MA,SDOT,Seattle Dept. of Transportation,185250170,0,23222,BRGTEAM-D,426.854655155456
103870,66,511802,9048,BRG-020B, ,BRG-020B,BALLARD BR - BASCULE                                                                                                                                                                                                                                           ,BALLARD BR BETWEEN POINT A AND POINT B                                                                                                                                                                                                                         ,,, ,, ,, ,, ,DISTRICT6,DISTRICT7,N,,12/21/2009 12:00:00 AM,3/25/2011 12:00:00 AM,20,  20,E,BALLARD BRIDGE BASCULE,15TH AVE W,LAKE WASH SHIP CANAL,2,0,QA,SDOT,Seattle Dept. of Transportation,53150040,0,9048, ,201.742025183729
103871,66,511932,9050,BRG-143, ,BRG-143,15TH AVE NW /LEARY WAY                                                                                                                                                                                                                                         ,BALLARD BR BETWEEN BALLARD BR OFF RP AND 15TH AVE NW                                                                                                                                                                                                           ,,, ,, ,, ,, ,DISTRICT6, ,N,,12/21/2009 12:00:00 AM,5/7/2018 12:00:00 AM,143, 143,E,15TH AVE NW / LEARY WAY,15TH AVE NW,LEARY WAY,2,0,NO,SDOT,Seattle Dept. of Transportation,53150050,0,9050,BRGTEAM-H,984.737903141634
103872,66,515756,286989,BRG-907, ,BRG-907,SPOKANE ST OC                                                                                                                                                                                                                                                  ,WEST SEATTLE BRIDGE TRL BETWEEN EAST MARGINAL WAY S AND SW SPOKANE NR ST                                                                                                                                                                                       ,,, ,, ,, ,, ,DISTRICT1,DISTRICT2,N,,1/21/2010 12:00:00 AM,,907, 907,ST,SPOKANE ST OC,S SPOKANE ST,E MARGINAL & ALASKAN WAY V,0,0,SO,DOT,State of Washington,102750110,0,286989, ,806.405357426909
103873,66,515750,491987,BRG-901, ,BRG-901,EXP N-E RAMP SR 5 OC                                                                                                                                                                                                                                           ,I5 EXPRESS LAKE CITY RP BETWEEN I5 EXPRESS AND SR522                                                                                                                                                                                                           ,,, ,, ,, ,, ,DISTRICT4,DISTRICT6,N,,1/21/2010 12:00:00 AM,,901, 901,ST,EXP N-E RAMP SR 5 OC,SR 5 OFF RAMP TO 522,SR 5,1,0,NE,DOT,State of Washington,135600040,0,491987, ,927.184233222591
103874,66,511780,19330,BRG-004, ,BRG-004,ALBRO PL /AIRPORT WAY S                                                                                                                                                                                                                                        ,S ALBRO PL BETWEEN STANLEY AVE S AND CORGIAT DR S                                                                                                                                                                                                              ,,, ,, ,, ,, ,DISTRICT2, ,N,,12/21/2009 12:00:00 AM,4/5/2011 12:00:00 AM,4,   4,E,ALBRO PLACE / AIRPORT WAY S,S ALBRO PLACE,"AIRPORT WAY S, RAILROAD",4,0,S,SDOT,Seattle Dept. of Transportation,152550040,0,19330, ,622.954538178425
103875,66,511792,10563,BRG-012B, ,BRG-012B,FREMONT BR - BASCULE                                                                                                                                                                                                                                           ,FREMONT BR BETWEEN POINT A AND FREMONT AVE N                                                                                                                                                                                                                   ,,, ,, ,, ,, ,DISTRICT6,DISTRICT7,N,,12/21/2009 12:00:00 AM,5/7/2018 12:00:00 AM,12,  12,E,FREMONT BRIDGE BASCULE,FREMONT AVE N,LAKE WASH SHIP CANAL,2,0,NO,SDOT,Seattle Dept. of Transportation,68750020,0,10563,BRGTEAM-B,229.759883511157
103876,66,592729,7889,BRG-358, ,BRG-358,VIRGINIA ST PED /AEO 5TH AVE                                                                                                                                                                                                                                   ,6TH AVE BETWEEN VIRGINIA ST AND LENORA ST                                                                                                                                                                                                                      ,,, ,, ,, ,, ,DISTRICT7, ,N,,12/18/2012 12:00:00 AM,12/19/2012 12:00:00 AM,0, , , , , ,0,0, , , ,,,7889, ,39.6464554751658
103877,66,511927,8765,BRG-138, ,BRG-138,ALASKAN WAY VIADUCT EXTENSION                                                                                                                                                                                                                                  ,SR99 NB BETWEEN ALASKAN WY VI NB ON RP AND S LANDER ST                                                                                                                                                                                                         ,,, ,, ,, ,, ,DISTRICT2, ,N,,12/21/2009 12:00:00 AM,12/28/2009 12:00:00 AM,138, 138,ST,ALASKAN WAY VIADUCT EXTENSION,SR 99,SEATTLE STREETS,1,0,S,DOT,State of Washington,0,0,8765, ,3415.05255624118
103878,66,525681,287052,BRG-262, ,BRG-262,OLYMPIC SCULPTURE PARK PED /RR                                                                                                                                                                                                                                 ,ELLIOTT BAY TRL BETWEEN BROAD ST AND W THOMAS ST OVERPASS                                                                                                                                                                                                      ,,, ,, ,, ,, ,DISTRICT7, ,N,,3/25/2010 12:00:00 AM,4/5/2011 12:00:00 AM,0, , , , , ,0,0, , , ,,,287052, ,271.44748826808
103879,66,511970,8912,BRG-223, ,BRG-223,GALER ST PED /SR-99                                                                                                                                                                                                                                            ,AURORA AVE N BETWEEN GALER ST AND GARFIELD ST                                                                                                                                                                                                                  ,,, ,, ,, ,, ,DISTRICT7, ,N,,12/21/2009 12:00:00 AM,9/16/2010 12:00:00 AM,0, , , , , ,0,0, , , ,,,8912, ,279.522362292378
103880,66,512017,16539,BRG-5/590, ,BRG-5/590,NE 130TH ST OVER I-5                                                                                                                                                                                                                                           ,NE 130TH ST BETWEEN 130TH ST ON RP AND ROOSEVELT N WAY NE                                                                                                                                                                                                      ,,, ,, ,, ,, ,DISTRICT5, ,N,,12/21/2009 12:00:00 AM,6/6/2024 12:00:00 AM,301, 301,ST,NE 130TH ST / I-5,NE 130TH ST,SR 5,2,0,NE,DOT,State of Washington,130100025,0,16539, ,259.721528023975
103881,66,511889,14386,BRG-100, ,BRG-100,E MARGINAL WAY & HORTON                                                                                                                                                                                                                                        ,EAST MARGINAL WAY S BETWEEN S HORTON ST AND S HINDS ST                                                                                                                                                                                                         ,,8/29/2011 12:00:00 AM,REMOVED,8/29/2011 12:00:00 AM, ,, ,, ,DISTRICT2, ,N,,12/21/2009 12:00:00 AM,10/25/2023 12:00:00 AM,100, 100,E,E MARGINAL WAY AT S HORTON ST,E MARGINAL WAY,BACKFILL WATERWAY,4,0,S,SDOT,Seattle Dept. of Transportation,0,113000110,14385, ,207.218056696389
103882,66,515764,493121,BRG-926, ,BRG-926,UNION BAY                                                                                                                                                                                                                                                      ,SR520 EB BETWEEN MONTLAKE BV EB ON RP AND LK WASH BV ON RP                                                                                                                                                                                                     ,,, ,, ,, ,, ,DISTRICT3, ,N,,1/21/2010 12:00:00 AM,,926, 926,ST,UNION BAY,SR 520 EAST AND WEST BND,SR 520,1,0,CE,DOT,State of Washington,0,112200020,493121, ,1913.41831275482
103883,66,511903,13870,BRG-117, ,BRG-117,E BOSTON TERRACE BR                                                                                                                                                                                                                                            ,E BOSTON SR TR BETWEEN E BOSTON LOWER ST AND E BOSTON NR E TR                                                                                                                                                                                                  ,,, ,, ,, ,, ,DISTRICT3, ,N,,12/21/2009 12:00:00 AM,4/5/2011 12:00:00 AM,117, 117,E,E BOSTON TERRACE,E BOSTON TERRACE,HILLSIDE,5,0,CE,SDOT,Seattle Dept. of Transportation,108750010,0,13870, ,271.797860127826
103884,66,515704,491484,BRG-841, ,BRG-841,KING-JACKSON STS OC                                                                                                                                                                                                                                            ,I5 NB BETWEEN I5 NB ATLANTIC OFF RP AND I5 EXPRESS                                                                                                                                                                                                             ,,, ,, ,, ,, ,DISTRICT3,DISTRICT2,N,,1/21/2010 12:00:00 AM,,841, 841,ST,KING-JACKSON STS OC,SR 5 NB,JACKSON AND KING STS,1,2,S,DOT,State of Washington,0,0,491484, ,706.368851080447
103885,66,511989,20050,BRG-720, ,BRG-720,MT BAKER STATION NORTH (CROSSES S FOREST ST & 26TH AVE S)                                                                                                                                                                                                      ,S FOREST ST BETWEEN 26TH AVE S AND 27TH AVE S                                                                                                                                                                                                                  ,,, ,, ,, ,, ,DISTRICT2, ,N,,12/21/2009 12:00:00 AM,1/7/2011 12:00:00 AM,0, , , , , ,0,0, , , ,,,20050, ,801.857259832748
103886,66,515666,490936,BRG-805, ,BRG-805,N-W RAMP OC                                                                                                                                                                                                                                                    ,I5 SB BETWEEN ALBRO PL OFF RP AND CORSON AV S OFF RP                                                                                                                                                                                                           ,,, ,, ,, ,, ,DISTRICT2, ,N,,1/21/2010 12:00:00 AM,,805, 805,ST,N-W RAMP OC,SR 5 SB,SR 5 - CORSON AVE S OFF RAMP,1,0,S,DOT,State of Washington,0,50000450,490936, ,538.35399189057
103887,66,515699,340533,BRG-835, ,BRG-835,W-6TH RAMP BR                                                                                                                                                                                                                                                  ,W SEA BR WB - 6TH AV S RP BETWEEN WEST SEATTLE BR WB AND I5 NB - 6TH AV S RP                                                                                                                                                                                   ,,, ,, ,, ,, ,DISTRICT2, ,N,,1/21/2010 12:00:00 AM,,835, 835,ST,W-6TH RAMP BR,COLUMBIAN AND SR 5 RAMPS,AIRPORT WAY S,2,3,S,DOT,State of Washington,0,0,340533, ,595.236382219118
103888,66,511971,13555,BRG-226, ,BRG-226,N HALLADAY ST PED /WESTLAKE                                                                                                                                                                                                                                    ,WESTLAKE EAST RDWY AVE N BETWEEN MCGRAW ST AND HALLADAY ST                                                                                                                                                                                                     ,,, ,, ,, ,, ,DISTRICT7, ,N,,12/21/2009 12:00:00 AM,4/5/2011 12:00:00 AM,226, , ,WESTLAKE AVE N & N HALLADAY ST, , ,0,0,N,SDOT,Seattle Dept. of Transportation,0,0,13555, ,226.12808288734
103889,66,511908,12592,BRG-121, ,BRG-121,ROOSEVELT /CAMPUS PKWY                                                                                                                                                                                                                                         ,ROOSEVELT WAY NE BETWEEN EASTLAKE AVE NE AND NE 40TH ALLEY ST                                                                                                                                                                                                  ,,, ,, ,, ,, ,DISTRICT4, ,N,,12/21/2009 12:00:00 AM,5/7/2018 12:00:00 AM,121, 121,E,CAMPUS PARKWAY / 11TH AVE NE,ROOSEVELT WAY NE,CAMPUS PARKWAY NE,2,0,NE,SDOT,Seattle Dept. of Transportation,94850010,0,12592,BRGTEAM-J,124.770846126056
103890,66,515725,491588,BRG-869, ,BRG-869,DENNY WAY-LAKEVIEW VIADUCT                                                                                                                                                                                                                                     ,I5 SB BETWEEN STEWART ST OFF RP AND I5 SB MERCER ST OFF RP                                                                                                                                                                                                     ,,, ,, ,, ,, ,DISTRICT3,DISTRICT7,N,,1/21/2010 12:00:00 AM,,869, 869,ST,DENNY WAY-LAKEVIEW VIADUCT,SR 5, ,1,0,CE,DOT,State of Washington,0,0,491588, ,7075.7055828909
103891,66,511904,1277,BRG-118A, ,BRG-118A,1ST AVE S BR - APPR                                                                                                                                                                                                                                            ,1ST AV S BR SB BETWEEN EAST MARGINAL WAY S AND 1ST AV S SB ON RP                                                                                                                                                                                               ,,3/27/2024 12:00:00 AM,REMOVED,, ,, ,, ,DISTRICT2, ,N,,12/21/2009 12:00:00 AM,3/27/2024 12:00:00 AM,118, 118A,ST,1ST AVE S APPROACH,SR 99,INTERCHANGE RAMPS,1,0,S,DOT,State of Washington,450020,0,1277, ,8679.81169257479
103892,66,512023,16926,BRG-5/574, ,BRG-5/574,NE 50TH ST OVER I-5                                                                                                                                                                                                                                            ,NE 50TH ST BETWEEN 5TH AVE NE AND 7TH AVE NE                                                                                                                                                                                                                   ,,, ,, ,, ,, ,DISTRICT6,DISTRICT4,N,,12/21/2009 12:00:00 AM,6/6/2024 12:00:00 AM,311, 311,ST,NE 50TH ST / I-5,NE 50TH ST,SR 5,2,0,NE,DOT,State of Washington,133200070,0,16926, ,273.961745756352
103893,66,511797,1656,BRG-90/15, ,BRG-90/15,12th AVE S OVER 1-90                                                                                                                                                                                                                                           ,12TH AVE S BETWEEN XW S LANE ST AND GOLF DR S                                                                                                                                                                                                                  ,,, ,, ,, ,, ,DISTRICT3,DISTRICT2,N,,12/21/2009 12:00:00 AM,6/9/2024 12:00:00 AM,14,  14B,E,JOSE RIZAL BRIDGE (NEW PART),12TH AVE S,I-90,1,2,S,SDOT,Seattle Dept. of Transportation,3400070,0,1656,BRGTEAM-L,347.676250394957
103894,66,511978,18442,BRG-240N, ,BRG-240N,RR /SHIP CANAL - N BR                                                                                                                                                                                                                                          ,NW 54TH ST BETWEEN 34TH W AVE NW AND SEAVIEW AVE NW                                                                                                                                                                                                            ,,, ,, ,, ,, ,DISTRICT6, ,N,,12/21/2009 12:00:00 AM,4/5/2011 12:00:00 AM,240, 602,RR,RAILROAD / SEAVIEW AVE NW,RAILROAD,"SEAVIEW AVE NW, CANAL",4,0,NO,RR,Other,0,145400200,18442, ,428.677490578851
103895,66,515718,491517,BRG-854, ,BRG-854,NB VIADUCT STA 2195                                                                                                                                                                                                                                            ,I5 NB BETWEEN I5 NB SENECA ST OFF RP AND I5 NB COLLECTOR N                                                                                                                                                                                                     ,,, ,, ,, ,, ,DISTRICT3, ,N,,1/21/2010 12:00:00 AM,,854, 854,ST,NB VIADUCT STA 2195,SR 5,"MARION,COLUMBIA,CHERRY,JAMES",1,1,DT,DOT,State of Washington,0,0,491517, ,1250.82103703228
103896,66,515721,489863,BRG-863, ,BRG-863,UNIV - N RAMP SR 5 SB OC                                                                                                                                                                                                                                       ,UNIVERSITY ST ON RP BETWEEN UNIVERSITY ST AND I5 NB                                                                                                                                                                                                            ,,, ,, ,, ,, ,DISTRICT7, ,N,,1/21/2010 12:00:00 AM,,863, 863,ST,UNIV - N RAMP SR 5 SB OC,UNIV - SR 5 ON RAMP NB,SR 5 SB,1,1,DT,DOT,State of Washington,0,101150090,489863, ,641.755828673335
103897,66,515782,492988,BRG-111, ,BRG-111,I-90 /RAINIER AVE S                                                                                                                                                                                                                                            ,I90 EXPRESS RP BETWEEN SEATTLE BLVD S AND I90 EXPRESS TUNNEL                                                                                                                                                                                                   ,,, ,, ,, ,, ,DISTRICT2,DISTRICT3,N,,1/21/2010 12:00:00 AM,3/26/2010 12:00:00 AM,111, , ,SR 90 OVER RAINIER BR, , ,0,0,S,DOT,State of Washington,0,0,492988, ,1777.06477887341
103898,66,511894,8436,BRG-106, ,BRG-106,8TH AVE NW & NW 133RD ST                                                                                                                                                                                                                                       ,8TH AVE NW BETWEEN NW 132ND ST AND NW ELFORD DR                                                                                                                                                                                                                ,,, ,, ,, ,, ,DISTRICT5, ,N,,12/21/2009 12:00:00 AM,9/16/2010 12:00:00 AM,106, 106,E,8TH AVE NW AT NW 133RD ST,8TH AVE NW,RAVINE,5,0,NO,SDOT,Seattle Dept. of Transportation,48000720,0,8436, ,189.742491546546
103899,66,515706,491432,BRG-847, ,BRG-847,SBCD KING-JACKSON STS OC                                                                                                                                                                                                                                       ,I5 SB COLLECTOR BETWEEN DEARBORN OFF RP AND 6TH AV ON RP                                                                                                                                                                                                       ,,, ,, ,, ,, ,DISTRICT2,DISTRICT3,N,,1/21/2010 12:00:00 AM,,847, 847,ST,SBCD KING-JACKSON STS OC,SR 5 SB,KING AND JACKSON STS,1,2,S,DOT,State of Washington,0,0,491432, ,706.791455330423
103900,66,511877,8940,BRG-99/574, ,BRG-99/574,SR 99 OVER N 63RD ST                                                                                                                                                                                                                                           ,AURORA AVE N BETWEEN N 62ND ST AND WEST GREEN LAKE WAY N                                                                                                                                                                                                       ,,, ,, ,, ,, ,DISTRICT6, ,N,,12/21/2009 12:00:00 AM,6/6/2024 12:00:00 AM,89,  89,ST,AURORA AVE N / N 63RD ST,SR 99,N 63RD ST,1,0,NO,DOT,State of Washington,52500530,0,8940, ,138.750566852713
103901,66,511935,8957,BRG-99/576, ,BRG-99/576,SR-99 OVER PED SUBWAY AT N 79TH ST (previously BRG-149)                                                                                                                                                                                                        ,AURORA AVE N BETWEEN N 79TH ST AND N 80TH ST                                                                                                                                                                                                                   ,,, ,, ,, ,, ,DISTRICT6, ,N,,12/21/2009 12:00:00 AM,3/27/2024 12:00:00 AM,149, 149,E,N 79TH ST TUNNEL / AURORA AVE,PEDESTRIANS,SR 99,2,0,NO,SDOT,Seattle Dept. of Transportation,124500050,0,8957,BRGTEAM-O,106.260136965922
